@relation data_set_cnpjs-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.ReplaceMissingValues

@attribute capital_sociallicitacoes numeric
@attribute tipo=FILIAL numeric
@attribute situacao=BAIXADA numeric
@attribute natureza_juridica=206-2 numeric
@attribute natureza_juridica=213-5 numeric
@attribute natureza_juridica=230-5 numeric
@attribute natureza_juridica=306-9 numeric
@attribute natureza_juridica=399-9 numeric
@attribute natureza_juridica=224-0 numeric
@attribute natureza_juridica=205-4 numeric
@attribute natureza_juridica=214-3 numeric
@attribute natureza_juridica=223-2 numeric
@attribute natureza_juridica=207-0 numeric
@attribute natureza_juridica=401-4 numeric
@attribute natureza_juridica=204-6 numeric
@attribute participacoes numeric
@attribute vitorias numeric
@attribute class {NAO,SIM}

@data
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.035088,0.043011,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0.000015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.010526,0.014337,NAO
0.000571,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.003509,0.010753,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.010753,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003509,0.010753,NAO
0.000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.007018,0.014337,NAO
0.000003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.038596,0.017921,NAO
0.000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.010526,0.014337,NAO
0.000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0.000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.003584,NAO
0.000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.003509,0.014337,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0.000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0.000075,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.038596,0.032258,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003509,0.007168,NAO
0.000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0.000015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.017544,0.02509,NAO
0.000003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.003509,0.010753,NAO
0.000007,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007018,0.014337,NAO
0.000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0.000015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.021053,0.017921,NAO
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.003584,NAO
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.010526,0.014337,NAO
0.000012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.003509,0.007168,NAO
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007018,0.017921,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0.000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.017544,0.021505,NAO
0.000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.007018,0.014337,NAO
0.000004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.003509,0.010753,NAO
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.003509,0.010753,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003509,0.010753,NAO
0.000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.003509,0.010753,NAO
0.000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.042105,0.053763,NAO
0.000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02807,0.035842,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.003584,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.02807,0.032258,NAO
0.000003,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.007018,0.010753,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.010526,0.017921,NAO
0.000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.003509,0.010753,NAO
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0.000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.024561,0.02509,NAO
0.000003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.003509,0,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.010526,0.017921,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.021053,0.028674,NAO
0.000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05614,0.053763,NAO
0.000007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.003584,NAO
0.000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.136842,0.136201,NAO
0.000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0.000003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.003584,NAO
0.000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.010526,0.010753,NAO
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.010526,0,NAO
0.000002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.003509,0.007168,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,SIM
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003509,0.010753,NAO
0.000002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.259649,0.261649,NAO
0.000015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.066667,0.028674,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0.000003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.003584,NAO
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007018,0.010753,NAO
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.003509,0.010753,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.010526,0.010753,NAO
0.000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.003509,0.010753,NAO
0.000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.017544,0.017921,NAO
0.000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.217544,0.225806,NAO
0.000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0.000006,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02807,0.021505,NAO
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02807,0.028674,NAO
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.017544,0.010753,SIM
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.003509,0.014337,SIM
0.000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.007018,0.014337,NAO
0.000021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.340351,0.336918,NAO
0.000021,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.007018,0.014337,NAO
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0.000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.74386,0.691756,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.014035,0.021505,NAO
0.000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.049123,0.057348,NAO
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.021053,0.028674,NAO
0.000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007018,0.014337,NAO
0.000571,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.007018,0,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.014035,0.021505,NAO
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.031579,0.017921,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0.000007,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.063158,0.050179,NAO
0.000003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.010526,0.017921,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.010526,0.014337,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.017544,0.003584,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0.000003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.003584,NAO
0.000002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.010526,0.010753,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0.000075,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.031579,0.028674,NAO
0.000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.003509,0.010753,NAO
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007018,0.014337,NAO
0.000002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.010526,0.014337,NAO
0.000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.003584,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0.000571,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.003509,0.007168,NAO
0.000001,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.014035,0.021505,NAO
0.000004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.003509,0.003584,NAO
0.000002,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.031579,0.039427,NAO
0.000571,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.010526,0.017921,NAO
0.000004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02807,0.035842,NAO
0.000004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.010753,NAO
0.000018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.003584,NAO
0.000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.17193,0.164875,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.010526,0.010753,NAO
0.000004,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.042105,0.050179,NAO
0.000003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.003509,0.010753,NAO
0.000003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.070175,0.0681,NAO
0.000007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.059649,0.053763,NAO
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0.000003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NAO
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.003584,NAO
0.000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.021053,0.02509,NAO
0.000007,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NAO
0.000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.031579,0.02509,NAO
0.000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.077193,0.064516,NAO
0.000015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.003584,NAO
0.000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0.000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.021053,0.021505,NAO
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.003584,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003509,0.010753,NAO
0.000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0.000002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.014035,0.021505,NAO
0.000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.003509,0.010753,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003509,0.010753,NAO
0.000571,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.021053,0.02509,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0.000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.007018,0.014337,NAO
0.000002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.017544,0.021505,NAO
0.000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.007018,0.014337,NAO
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.014035,0.021505,NAO
0.000003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.014035,0.017921,NAO
0.000571,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0.000571,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0.000571,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0.000571,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003509,0.010753,NAO
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.024561,0.02509,NAO
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.010526,0.021505,NAO
0.000007,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.003509,0.010753,NAO
0.000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0.000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.017544,0.021505,NAO
0.000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003509,0.010753,NAO
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007018,0.010753,NAO
0.000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003509,0.003584,NAO
0.000571,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.042105,0.050179,NAO
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NAO
0.000003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.038596,0.032258,NAO
0.000004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.007018,0.010753,NAO
0.000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.010526,0.017921,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.007018,0.014337,NAO
0.000012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.242105,0.232975,NAO
0.000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0.000052,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.003509,0.003584,NAO
0.000004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0.000009,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.003584,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,SIM
0.000021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.035088,0.032258,NAO
0.000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0.000015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003584,NAO
0.000002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.080702,0.086022,NAO
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0.000015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007018,0.007168,NAO
0.000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0.000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003509,0.010753,NAO
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.024561,0.032258,NAO
0.000007,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.038596,0.046595,NAO
0.000571,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.007018,0.014337,NAO
0.000022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0.000001,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.003509,0.010753,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.021053,0.028674,NAO
0.000089,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.354386,0.37276,NAO
0.000024,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.010526,0.014337,NAO
0.000015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.021053,0.003584,NAO
0.000571,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.007018,0.014337,NAO
0.000571,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.017544,0.02509,NAO
0.000033,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.003509,0.010753,NAO
0.000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.080702,0.075269,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.024561,0.039427,NAO
0.000014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.010526,0.017921,NAO
0.000003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.003584,NAO
0.000045,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007018,0.014337,NAO
0.000571,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.010526,0.017921,NAO
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0.000001,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.017544,0.02509,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0.000002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.035088,0.021505,NAO
0.000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.024561,0.007168,NAO
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.014035,0.017921,NAO
0.000039,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.024561,0.035842,NAO
0.000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.003509,0.007168,NAO
0.000571,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.010526,0.014337,NAO
0.000006,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.021053,0.032258,NAO
0.000006,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.003584,NAO
0.000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0.000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.007018,0.014337,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.007018,0.014337,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.038596,0.028674,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.164912,0.154122,NAO
0.000571,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007018,0.017921,NAO
0.000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.003509,0.003584,NAO
0.000002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003509,0.010753,NAO
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.017544,0.02509,NAO
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.003584,NAO
0.000571,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.017544,0.02509,NAO
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.014035,0.021505,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.003584,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0.000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.003509,0.010753,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.003584,NAO
0.000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.017544,0.02509,NAO
0.000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0.000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NAO
0.000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.003509,0.007168,NAO
0.000002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.017544,0.02509,NAO
0.000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.010526,0.017921,NAO
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0.000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.003509,0.010753,NAO
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02807,0.035842,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.091228,0.100358,NAO
0.000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.014035,0.014337,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.007018,0.014337,NAO
0.000571,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.007018,0.014337,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.035088,0.043011,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0.000002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NAO
0.000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.063158,0.060932,NAO
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.021053,0.02509,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0.000003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.014035,0.017921,NAO
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.003509,0,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.007018,0.014337,NAO
0.000003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.003509,0.007168,NAO
0.000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.021053,0.028674,NAO
0.000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.049123,0.035842,NAO
0.000009,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.049123,0.053763,NAO
0.000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.024561,0.032258,NAO
0.000007,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0.000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.077193,0.0681,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.035088,0.039427,NAO
0.001669,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.007168,NAO
0.000002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.024561,0.028674,NAO
0.000571,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0.000571,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.003509,0.010753,NAO
0.000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.003509,0.010753,NAO
0.000002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.003509,0.007168,NAO
0.000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.010526,0.007168,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.045614,0.057348,NAO
0.000571,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.003509,0.010753,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.007018,0.014337,NAO
0.000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.003509,0.010753,NAO
0.000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.003584,NAO
0.000004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.073684,0.064516,NAO
0.000007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.010526,0.007168,NAO
0.000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0.000571,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.17193,0.100358,NAO
0.000571,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.010526,0.014337,NAO
0.000037,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.014035,0.017921,NAO
0.000007,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.031579,0.039427,NAO
0.000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.031579,0.039427,NAO
0.000571,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007018,0.007168,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003509,0.010753,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.003584,NAO
0.000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007018,0.014337,NAO
0.000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NAO
0.000571,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003509,0.010753,NAO
0.000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.024561,0.032258,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007168,NAO
0.000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.350877,0.351254,NAO
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003509,0.010753,NAO
0.000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003509,0.010753,NAO
