@relation data_set_cnpjs-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.ReplaceMissingValues

@attribute capital_sociallicitacoes numeric
@attribute atividade_principal_code=46.62-1-00 numeric
@attribute atividade_principal_code=47.31-8-00 numeric
@attribute atividade_principal_code=86.40-2-07 numeric
@attribute atividade_principal_code=45.30-7-05 numeric
@attribute atividade_principal_code=41.20-4-00 numeric
@attribute atividade_principal_code=47.44-0-01 numeric
@attribute atividade_principal_code=46.73-7-00 numeric
@attribute atividade_principal_code=46.44-3-01 numeric
@attribute atividade_principal_code=47.24-5-00 numeric
@attribute atividade_principal_code=20.14-2-00 numeric
@attribute atividade_principal_code=43.99-1-03 numeric
@attribute atividade_principal_code=47.51-2-01 numeric
@attribute atividade_principal_code=47.11-3-02 numeric
@attribute atividade_principal_code=47.53-9-00 numeric
@attribute atividade_principal_code=90.01-9-02 numeric
@attribute atividade_principal_code=47.61-0-03 numeric
@attribute atividade_principal_code=46.93-1-00 numeric
@attribute atividade_principal_code=47.13-0-01 numeric
@attribute atividade_principal_code=45.30-7-03 numeric
@attribute atividade_principal_code=79.11-2-00 numeric
@attribute atividade_principal_code=49.29-9-02 numeric
@attribute atividade_principal_code=47.89-0-99 numeric
@attribute atividade_principal_code=47.71-7-01 numeric
@attribute atividade_principal_code=62.09-1-00 numeric
@attribute atividade_principal_code=46.45-1-01 numeric
@attribute atividade_principal_code=47.21-1-02 numeric
@attribute atividade_principal_code=45.11-1-01 numeric
@attribute atividade_principal_code=47.54-7-01 numeric
@attribute atividade_principal_code=96.03-3-04 numeric
@attribute atividade_principal_code=47.12-1-00 numeric
@attribute atividade_principal_code=86.40-2-02 numeric
@attribute atividade_principal_code=47.55-5-02 numeric
@attribute atividade_principal_code=95.21-5-00 numeric
@attribute atividade_principal_code=18.22-9-99 numeric
@attribute atividade_principal_code=47.44-0-05 numeric
@attribute atividade_principal_code=14.22-3-00 numeric
@attribute atividade_principal_code=10.91-1-01 numeric
@attribute atividade_principal_code=47.81-4-00 numeric
@attribute atividade_principal_code=86.30-5-02 numeric
@attribute atividade_principal_code=47.42-3-00 numeric
@attribute atividade_principal_code=47.44-0-99 numeric
@attribute atividade_principal_code=45.11-1-02 numeric
@attribute atividade_principal_code=86.30-5-03 numeric
@attribute atividade_principal_code=33.12-1-03 numeric
@attribute atividade_principal_code=18.13-0-99 numeric
@attribute atividade_principal_code=18.12-1-00 numeric
@attribute atividade_principal_code=58.29-8-00 numeric
@attribute atividade_principal_code=32.50-7-02 numeric
@attribute atividade_principal_code=45.41-2-03 numeric
@attribute atividade_principal_code=77.11-0-00 numeric
@attribute atividade_principal_code=47.84-9-00 numeric
@attribute atividade_principal_code=62.02-3-00 numeric
@attribute atividade_principal_code=46.34-6-03 numeric
@attribute atividade_principal_code=90.01-9-06 numeric
@attribute atividade_principal_code=45.41-2-05 numeric
@attribute atividade_principal_code=38.12-2-00 numeric
@attribute atividade_principal_code=62.03-1-00 numeric
@attribute atividade_principal_code=10.91-1-02 numeric
@attribute atividade_principal_code=47.44-0-02 numeric
@attribute atividade_principal_code=55.10-8-01 numeric
@attribute atividade_principal_code=77.39-0-99 numeric
@attribute atividade_principal_code=86.40-2-04 numeric
@attribute atividade_principal_code=46.41-9-01 numeric
@attribute atividade_principal_code=46.61-3-00 numeric
@attribute atividade_principal_code=20.73-8-00 numeric
@attribute atividade_principal_code=86.40-2-99 numeric
@attribute atividade_principal_code=47.57-1-00 numeric
@attribute atividade_principal_code=82.11-3-00 numeric
@attribute atividade_principal_code=47.89-0-07 numeric
@attribute atividade_principal_code=42.99-5-99 numeric
@attribute atividade_principal_code=10.66-0-00 numeric
@attribute atividade_principal_code=61.90-6-01 numeric
@attribute atividade_principal_code=23.30-3-01 numeric
@attribute atividade_principal_code=45.11-1-04 numeric
@attribute atividade_principal_code=49.30-2-02 numeric
@attribute atividade_principal_code=17.32-0-00 numeric
@attribute atividade_principal_code=14.12-6-01 numeric
@attribute atividade_principal_code=47.29-6-99 numeric
@attribute atividade_principal_code=47.41-5-00 numeric
@attribute atividade_principal_code=10.31-7-00 numeric
@attribute atividade_principal_code=60.10-1-00 numeric
@attribute atividade_principal_code=86.40-2-05 numeric
@attribute atividade_principal_code=43.21-5-00 numeric
@attribute atividade_principal_code=37.02-9-00 numeric
@attribute atividade_principal_code=95.11-8-00 numeric
@attribute atividade_principal_code=26.21-3-00 numeric
@attribute atividade_principal_code=31.01-2-00 numeric
@attribute atividade_principal_code=85.93-7-00 numeric
@attribute atividade_principal_code=33.11-2-00 numeric
@attribute atividade_principal_code=47.63-6-03 numeric
@attribute atividade_principal_code=18.13-0-01 numeric
@attribute atividade_principal_code=73.11-4-00 numeric
@attribute atividade_principal_code=18.11-3-01 numeric
@attribute atividade_principal_code=85.50-3-02 numeric
@attribute atividade_principal_code=46.49-4-08 numeric
@attribute atividade_principal_code=18.21-1-00 numeric
@attribute atividade_principal_code=47.74-1-00 numeric
@attribute atividade_principal_code=49.24-8-00 numeric
@attribute atividade_principal_code=95.12-6-00 numeric
@attribute atividade_principal_code=47.55-5-01 numeric
@attribute atividade_principal_code=46.33-8-01 numeric
@attribute atividade_principal_code=45.11-1-03 numeric
@attribute atividade_principal_code=43.30-4-01 numeric
@attribute atividade_principal_code=47.22-9-01 numeric
@attribute atividade_principal_code=58.11-5-00 numeric
@attribute atividade_principal_code=77.39-0-03 numeric
@attribute atividade_principal_code=43.29-1-04 numeric
@attribute atividade_principal_code=49.30-2-01 numeric
@attribute atividade_principal_code=46.79-6-99 numeric
@attribute atividade_principal_code=23.30-3-02 numeric
@attribute atividade_principal_code=56.11-2-01 numeric
@attribute atividade_principal_code=78.30-2-00 numeric
@attribute atividade_principal_code=47.23-7-00 numeric
@attribute atividade_principal_code=49.21-3-01 numeric
@attribute atividade_principal_code=41.10-7-00 numeric
@attribute atividade_principal_code=20.92-4-02 numeric
@attribute atividade_principal_code=71.12-0-00 numeric
@attribute atividade_principal_code=86.30-5-04 numeric
@attribute atividade_principal_code=46.84-2-99 numeric
@attribute atividade_principal_code=46.45-1-03 numeric
@attribute atividade_principal_code=46.81-8-05 numeric
@attribute atividade_principal_code=61.10-8-03 numeric
@attribute atividade_principal_code=62.01-5-01 numeric
@attribute atividade_principal_code=25.42-0-00 numeric
@attribute atividade_principal_code=47.51-2-02 numeric
@attribute atividade_principal_code=33.29-5-99 numeric
@attribute atividade_principal_code=31.02-1-00 numeric
@attribute atividade_principal_code=26.60-4-00 numeric
@attribute atividade_principal_code=46.37-1-07 numeric
@attribute atividade_principal_code=47.73-3-00 numeric
@attribute atividade_principal_code=20.99-1-99 numeric
@attribute atividade_principal_code=38.11-4-00 numeric
@attribute atividade_principal_code=47.63-6-01 numeric
@attribute atividade_principal_code=00.00-0-00 numeric
@attribute atividade_principal_code=46.39-7-01 numeric
@attribute atividade_principal_code=96.03-3-99 numeric
@attribute atividade_principal_code=47.63-6-04 numeric
@attribute atividade_principal_code=47.13-0-02 numeric
@attribute atividade_principal_code=88.00-6-00 numeric
@attribute atividade_principal_code=77.39-0-02 numeric
@attribute atividade_principal_code=56.20-1-01 numeric
@attribute atividade_principal_code=94.30-8-00 numeric
@attribute atividade_principal_code=94.11-1-00 numeric
@attribute atividade_principal_code=32.50-7-07 numeric
@attribute atividade_principal_code=86.30-5-01 numeric
@attribute atividade_principal_code=93.19-1-01 numeric
@attribute atividade_principal_code=74.20-0-04 numeric
@attribute atividade_principal_code=43.99-1-05 numeric
@attribute atividade_principal_code=10.20-1-02 numeric
@attribute atividade_principal_code=49.23-0-02 numeric
@attribute atividade_principal_code=27.90-2-02 numeric
@attribute atividade_principal_code=46.47-8-01 numeric
@attribute atividade_principal_code=22.29-3-99 numeric
@attribute atividade_principal_code=14.13-4-01 numeric
@attribute atividade_principal_code=47.63-6-02 numeric
@attribute atividade_principal_code=94.99-5-00 numeric
@attribute atividade_principal_code=58.21-2-00 numeric
@attribute atividade_principal_code=47.89-0-06 numeric
@attribute atividade_principal_code=47.61-0-01 numeric
@attribute atividade_principal_code=49.29-9-01 numeric
@attribute atividade_principal_code=43.22-3-02 numeric
@attribute atividade_principal_code=47.71-7-04 numeric
@attribute atividade_principal_code=61.90-6-99 numeric
@attribute atividade_principal_code=82.30-0-01 numeric
@attribute atividade_principal_code=47.61-0-02 numeric
@attribute atividade_principal_code=46.31-1-00 numeric
@attribute atividade_principal_code=43.13-4-00 numeric
@attribute atividade_principal_code=69.20-6-01 numeric
@attribute atividade_principal_code=46.64-8-00 numeric
@attribute atividade_principal_code=45.20-0-01 numeric
@attribute atividade_principal_code=81.22-2-00 numeric
@attribute atividade_principal_code=82.19-9-01 numeric
@attribute atividade_principal_code=47.89-0-02 numeric
@attribute atividade_principal_code=85.99-6-04 numeric
@attribute atividade_principal_code=82.19-9-99 numeric
@attribute atividade_principal_code=17.41-9-02 numeric
@attribute atividade_principal_code=77.32-2-01 numeric
@attribute atividade_principal_code=93.13-1-00 numeric
@attribute atividade_principal_code=59.20-1-00 numeric
@attribute atividade_principal_code=21.21-1-01 numeric
@attribute atividade_principal_code=70.20-4-00 numeric
@attribute atividade_principal_code=47.59-8-99 numeric
@attribute atividade_principal_code=32.50-7-06 numeric
@attribute atividade_principal_code=42.21-9-03 numeric
@attribute atividade_principal_code=46.34-6-99 numeric
@attribute atividade_principal_code=14.14-2-00 numeric
@attribute atividade_principal_code=55.90-6-03 numeric
@attribute atividade_principal_code=20.61-4-00 numeric
@attribute atividade_principal_code=14.12-6-02 numeric
@attribute atividade_principal_code=49.21-3-02 numeric
@attribute atividade_principal_code=08.10-0-06 numeric
@attribute atividade_principal_code=46.32-0-03 numeric
@attribute atividade_principal_code=42.13-8-00 numeric
@attribute atividade_principal_code=90.01-9-99 numeric
@attribute atividade_principal_code=77.33-1-00 numeric
@attribute atividade_principal_code=43.30-4-04 numeric
@attribute atividade_principal_code=08.10-0-99 numeric
@attribute atividade_principal_code=86.40-2-01 numeric
@attribute atividade_principal_code=94.12-0-99 numeric
@attribute atividade_principal_code=32.30-2-00 numeric
@attribute atividade_principal_code=63.11-9-00 numeric
@attribute atividade_principal_code=79.90-2-00 numeric
@attribute atividade_principal_code=46.86-9-02 numeric
@attribute atividade_principal_code=22.19-6-00 numeric
@attribute atividade_principal_code=46.91-5-00 numeric
@attribute atividade_principal_code=22.12-9-00 numeric
@attribute atividade_principal_code=47.82-2-01 numeric
@attribute atividade_principal_code=28.25-9-00 numeric
@attribute atividade_principal_code=46.34-6-01 numeric
@attribute atividade_principal_code=60.21-7-00 numeric
@attribute atividade_principal_code=20.62-2-00 numeric
@attribute atividade_principal_code=96.09-2-99 numeric
@attribute atividade_principal_code=46.47-8-02 numeric
@attribute atividade_principal_code=46.49-4-99 numeric
@attribute atividade_principal_code=47.89-0-05 numeric
@attribute atividade_principal_code=46.45-1-02 numeric
@attribute atividade_principal_code=47.56-3-00 numeric
@attribute atividade_principal_code=47.22-9-02 numeric
@attribute atividade_principal_code=46.39-7-02 numeric
@attribute atividade_principal_code=10.65-1-01 numeric
@attribute atividade_principal_code=77.19-5-99 numeric
@attribute atividade_principal_code=86.10-1-01 numeric
@attribute atividade_principal_code=10.33-3-01 numeric
@attribute atividade_principal_code=15.21-1-00 numeric
@attribute atividade_principal_code=45.12-9-01 numeric
@attribute atividade_principal_code=47.89-0-04 numeric
@attribute atividade_principal_code=33.14-7-16 numeric
@attribute atividade_principal_code=82.99-7-99 numeric
@attribute atividade_principal_code=18.11-3-02 numeric
@attribute atividade_principal_code=32.99-0-04 numeric
@attribute atividade_principal_code=77.29-2-99 numeric
@attribute atividade_principal_code=33.14-7-07 numeric
@attribute atividade_principal_code=45.30-7-01 numeric
@attribute atividade_principal_code=46.32-0-01 numeric
@attribute atividade_principal_code=23.91-5-01 numeric
@attribute atividade_principal_code=08.10-0-02 numeric
@attribute atividade_principal_code=42.21-9-01 numeric
@attribute atividade_principal_code=28.29-1-99 numeric
@attribute atividade_principal_code=71.19-7-01 numeric
@attribute atividade_principal_code=96.03-3-03 numeric
@attribute atividade_principal_code=46.51-6-01 numeric
@attribute atividade_principal_code=81.21-4-00 numeric
@attribute atividade_principal_code=49.29-9-04 numeric
@attribute atividade_principal_code=46.49-4-01 numeric
@attribute atividade_principal_code=25.93-4-00 numeric
@attribute atividade_principal_code=47.44-0-04 numeric
@attribute atividade_principal_code=47.85-7-99 numeric
@attribute atividade_principal_code=46.49-4-04 numeric
@attribute atividade_principal_code=01.33-4-03 numeric
@attribute atividade_principal_code=63.19-4-00 numeric
@attribute atividade_principal_code=52.29-0-02 numeric
@attribute atividade_principal_code=86.90-9-99 numeric
@attribute atividade_principal_code=47.43-1-00 numeric
@attribute atividade_principal_code=11.21-6-00 numeric
@attribute atividade_principal_code=82.30-0-02 numeric
@attribute atividade_principal_code=46.49-4-09 numeric
@attribute atividade_principal_code=38.21-1-00 numeric
@attribute atividade_principal_code=47.32-6-00 numeric
@attribute atividade_principal_code=42.11-1-01 numeric
@attribute atividade_principal_code=71.11-1-00 numeric
@attribute atividade_principal_code=45.20-0-06 numeric
@attribute atividade_principal_code=69.20-6-02 numeric
@attribute atividade_principal_code=60.22-5-01 numeric
@attribute atividade_principal_code=56.11-2-03 numeric
@attribute atividade_principal_code=36.00-6-02 numeric
@attribute atividade_principal_code=86.50-0-99 numeric
@attribute atividade_principal_code=86.50-0-04 numeric
@attribute atividade_principal_code=94.93-6-00 numeric
@attribute atividade_principal_code=73.19-0-99 numeric
@attribute atividade_principal_code=32.99-0-99 numeric
@attribute atividade_principal_code=25.12-8-00 numeric
@attribute atividade_principal_code=81.29-0-00 numeric
@attribute atividade_principal_code=47.52-1-00 numeric
@attribute atividade_principal_code=10.94-5-00 numeric
@attribute atividade_principal_code=46.37-1-99 numeric
@attribute atividade_principal_code=46.42-7-02 numeric
@attribute atividade_principal_code=43.29-1-01 numeric
@attribute atividade_principal_code=14.13-4-03 numeric
@attribute atividade_principal_code=56.11-2-02 numeric
@attribute atividade_principal_code=74.90-1-99 numeric
@attribute atividade_principal_code=45.30-7-02 numeric
@attribute atividade_principal_code=47.21-1-04 numeric
@attribute atividade_principal_code=45.12-9-02 numeric
@attribute atividade_principal_code=85.92-9-99 numeric
@attribute atividade_principal_code=56.20-1-02 numeric
@attribute atividade_principal_code=39.00-5-00 numeric
@attribute atividade_principal_code=47.29-6-02 numeric
@attribute atividade_principal_code=80.20-0-01 numeric
@attribute atividade_principal_code=14.12-6-03 numeric
@attribute atividade_principal_code=43.91-6-00 numeric
@attribute atividade_principal_code=71.19-7-99 numeric
@attribute atividade_principal_code=85.41-4-00 numeric
@attribute atividade_principal_code=32.99-0-03 numeric
@attribute atividade_principal_code=86.40-2-09 numeric
@attribute atividade_principal_code=49.23-0-01 numeric
@attribute atividade_principal_code=82.99-7-07 numeric
@attribute atividade_principal_code=47.89-0-08 numeric
@attribute atividade_principal_code=45.20-0-05 numeric
@attribute atividade_principal_code=33.19-8-00 numeric
@attribute atividade_principal_code=33.13-9-01 numeric
@attribute atividade_principal_code=74.90-1-04 numeric
@attribute atividade_principal_code=26.22-1-00 numeric
@attribute atividade_principal_code=27.32-5-00 numeric
@attribute atividade_principal_code=43.22-3-01 numeric
@attribute atividade_principal_code=43.30-4-03 numeric
@attribute atividade_principal_code=25.39-0-01 numeric
@attribute atividade_principal_code=46.69-9-99 numeric
@attribute atividade_principal_code=78.20-5-00 numeric
@attribute atividade_principal_code=33.21-0-00 numeric
@attribute atividade_principal_code=47.72-5-00 numeric
@attribute atividade_principal_code=73.12-2-00 numeric
@attribute atividade_principal_code=47.83-1-02 numeric
@attribute atividade_principal_code=81.30-3-00 numeric
@attribute atividade_principal_code=43.30-4-05 numeric
@attribute atividade_principal_code=77.29-2-02 numeric
@attribute atividade_principal_code=03.21-3-02 numeric
@attribute atividade_principal_code=86.40-2-06 numeric
@attribute atividade_principal_code=33.14-7-02 numeric
@attribute atividade_principal_code=43.99-1-99 numeric
@attribute atividade_principal_code=33.12-1-02 numeric
@attribute atividade_principal_code=77.21-7-00 numeric
@attribute atividade_principal_code=21.23-8-00 numeric
@attribute atividade_principal_code=86.60-7-00 numeric
@attribute atividade_principal_code=69.11-7-01 numeric
@attribute atividade_principal_code=85.92-9-03 numeric
@attribute atividade_principal_code=53.20-2-02 numeric
@attribute atividade_principal_code=49.30-2-04 numeric
@attribute atividade_principal_code=16.29-3-01 numeric
@attribute atividade_principal_code=33.14-7-12 numeric
@attribute atividade_principal_code=87.20-4-01 numeric
@attribute atividade_principal_code=55.90-6-99 numeric
@attribute atividade_principal_code=45.43-9-00 numeric
@attribute atividade_principal_code=18.22-9-01 numeric
@attribute atividade_principal_code=56.20-1-04 numeric
@attribute atividade_principal_code=87.12-3-00 numeric
@attribute atividade_principal_code=16.23-4-00 numeric
@attribute atividade_principal_code=46.46-0-01 numeric
@attribute atividade_principal_code=80.11-1-01 numeric
@attribute atividade_principal_code=46.74-5-00 numeric
@attribute atividade_principal_code=71.19-7-04 numeric
@attribute atividade_principal_code=42.11-1-02 numeric
@attribute atividade_principal_code=58.19-1-00 numeric
@attribute atividade_principal_code=46.19-2-00 numeric
@attribute atividade_principal_code=81.11-7-00 numeric
@attribute atividade_principal_code=47.44-0-03 numeric
@attribute atividade_principal_code=20.19-3-99 numeric
@attribute atividade_principal_code=13.40-5-01 numeric
@attribute atividade_principal_code=45.20-0-02 numeric
@attribute atividade_principal_code=77.31-4-00 numeric
@attribute atividade_principal_code=95.29-1-99 numeric
@attribute atividade_principal_code=43.30-4-99 numeric
@attribute atividade_principal_code=33.13-9-99 numeric
@attribute atividade_principal_code=46.83-4-00 numeric
@attribute atividade_principal_code=23.99-1-01 numeric
@attribute atividade_principal_code=58.12-3-01 numeric
@attribute atividade_principal_code=23.11-7-00 numeric
@attribute atividade_principal_code=46.72-9-00 numeric
@attribute atividade_principal_code=82.99-7-02 numeric
@attribute atividade_principal_code=32.50-7-01 numeric
@attribute atividade_principal_code=29.10-7-01 numeric
@attribute atividade_principal_code=64.22-1-00 numeric
@attribute atividade_principal_code=65.12-0-00 numeric
@attribute atividade_principal_code=32.50-7-05 numeric
@attribute atividade_principal_code=61.41-8-00 numeric
@attribute atividade_principal_code=28.23-2-00 numeric
@attribute tipo=FILIAL numeric
@attribute situacao=BAIXADA numeric
@attribute natureza_juridica=206-2 numeric
@attribute natureza_juridica=213-5 numeric
@attribute natureza_juridica=230-5 numeric
@attribute natureza_juridica=306-9 numeric
@attribute natureza_juridica=399-9 numeric
@attribute natureza_juridica=224-0 numeric
@attribute natureza_juridica=205-4 numeric
@attribute natureza_juridica=214-3 numeric
@attribute natureza_juridica=223-2 numeric
@attribute natureza_juridica=207-0 numeric
@attribute natureza_juridica=401-4 numeric
@attribute natureza_juridica=204-6 numeric
@attribute participacoes numeric
@attribute vitorias numeric
@attribute class {NAO,SIM}

@data
0.000571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007018,0.014337,NAO
0.000571,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.007018,0.014337,NAO
0.000011,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.014035,0.017921,NAO
0.000007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.119298,0.129032,NAO
0.000003,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.007018,0.010753,NAO
