08711834000117;1
24397344000144;2
28183078000108;1
05798547000106;12
21969026000112;10
01084111000196;5
02911193000168;28
21768899000167;2
19572332000179;2
15706601000191;1
23660359000190;1
19538459000171;2
22402194000194;1
18119058000114;1
23011656000105;6
08590556000197;3
20038898000102;2
08518040000131;3
22767483000197;1
23768775000107;1
23636836000182;3
21776904000183;1
22864990000149;1
19904801000100;17
03160525000182;2
12618997000127;3
20256412000102;13
20342618000147;3
12864621000100;1
27700521000108;1
22527952000109;1
20118252000127;1
04770238000157;2
14666954000142;2
28009533000153;1
03252035000106;6
27456321000151;1
10730660000181;3
27528622000143;1
27013072000120;1
27636981000114;1
02362843000163;1
03456707000286;1
40869463000109;1
20206682000109;2
22895891000124;2
14065271000130;1
11461719000146;3
12200712000133;2
08538175000169;4
18920924000171;8
24003100000130;3
20139843000180;1
11825577000159;1
08957961000109;2
01095099000115;2
17407880000118;1
09911766000100;1
04612555000145;13
16105674000190;1
22113858000103;3
07202892000152;2
13698919000142;4
07551949000129;1
09071994000101;3
26910069000146;9
41197559000130;4
26606245000150;1
24489304000122;1
27084224000185;2
21232927000127;5
27255318000170;1
07469622000102;3
28397038000169;2
26954508000112;2
11008714000162;1
07748243000151;2
78589504000186;11
13177486000180;2
27118141000160;1
04034623000136;10
01184984000170;9
27770900000174;1
20444838000181;4
28637198000138;1
05456205000108;1
24825506000106;1
11919367000120;1
09629293000145;2
07681440000109;2
13484098000141;3
12130906000100;5
13111807000143;1
08602666000121;1
11556407000116;1
27039010000197;1
41127861000112;1
12905904000145;1
26694096000129;1
03963880000190;4
20087112000139;3
17473452000193;1
16525308000190;2
22602949000102;1
19514012000162;1
16751714000171;1
23846750000184;3
02521357000140;1
09411193000148;9
17739732000109;3
19005967000194;2
20467220000137;5
22763884000179;2
10584445000110;1
05570101000111;5
28600168000157;1
19491825000184;2
04561688000130;1
21500047000194;1
04829970000155;4
13115819000146;6
22659328000157;1
24654099000103;1
18923365000153;2
14675266000149;1
09015759000112;1
09609579000169;1
07114496000173;1
20539975000108;1
20030833000102;1
08358517000169;3
13681551000100;2
10247764000130;2
27261802000101;1
23308333000188;1
24063598000126;3
23960568000150;3
08738151000153;1
14955712000179;1
23107540000174;6
26465390000169;22
11427407000116;59
10957174000109;4
05557156000191;2
13605012000191;1
13160548000140;1
18004303000148;1
12741062000133;1
02356205000130;5
10542457000181;7
27001782000130;2
27169439000107;1
23895304000160;1
09297961000184;4
14532563000135;1
20792187000110;8
23981698000179;1
12673901000123;9
20750009000127;1
11150150000106;5
21830478000119;1
09127625000193;1
21568268000102;1
12221374000116;1
15227460000124;1
11207235000175;1
21394373000164;1
05908259000159;1
11437640000180;6
11029849000104;2
25080506000189;2
11392216000166;10
08787537000155;1
20226846000151;39
20979226000193;1
09913177000153;6
18292526000158;1
03781322000103;1
19479683000130;2
21765959000198;2
22739441000142;1
08591679000142;7
27377267000159;1
20227311000103;17
14447450000131;1
06101963000168;1
12613270000157;1
03948024000165;1
08026075000153;1
24758964000161;1
05457026000187;3
20608585000134;1
08917963000166;1
11045543000141;1
17597525000159;2
18653192000109;1
10841500000100;1
19979878000149;1
28253940000101;1
17220038000172;3
17494695000108;1
04436777000154;1
09379391000171;4
19824567000100;1
19361356000189;1
08778201000126;104
19550718000180;9
15033987000118;7
26512809000196;3
21784107000148;2
11622579000140;1
03255805000174;1
24301192000134;2
26417889000109;1
15457996000136;1
14658681000194;2
22338439000161;4
09053134000145;2
03637977000102;3
14937422000100;1
28988709000166;1
21970622000112;1
21726228000133;1
09611740000139;1
28251024000132;2
27314928000105;1
01663156000115;1
21575158000160;1
00891024000188;3
04319954000112;5
19522342000108;1
10634344000106;16
27496138000180;1
11822583000152;1
09175648000173;1
07098746000129;1
10894740000172;2
11680368000164;8
26791302000119;1
08469783000169;1
27815504000116;1
11174476000165;1
22291182000130;9
12752996000170;1
19462293000157;3
12929519000138;1
14032954000190;5
12322021000102;5
15744387000168;2
12887643000188;1
23007236000155;1
25462687000108;1
10565155000129;3
02403402000162;1
28545815000175;1
25445998000169;1
01723871000104;1
07404852000193;3
03555503000111;1
03885540000198;1
28590129000116;2
11512637000183;2
05843650000112;1
27403296000148;1
27428247000160;2
12574451000111;1
18938799000127;1
27909280000101;1
09052387000102;11
23140495000150;11
12636772000101;1
01555766000103;4
06306274000190;2
12594037000174;3
03783801000169;2
22991378000137;2
10614676000129;5
05246599000161;1
26183729000134;2
